"","TCGA.3C.AALI.01","TCGA.A2.A04W.01","TCGA.A2.A04X.01","TCGA.A2.A0CX.01","TCGA.A2.A0D1.01","TCGA.A2.A0EQ.01","TCGA.A2.A0T1.01","TCGA.A2.A3XV.01","TCGA.A2.A3XZ.01","TCGA.A8.A07I.01","TCGA.A8.A08B.01","TCGA.A8.A08J.01","TCGA.A8.A08L.01","TCGA.A8.A08X.01","TCGA.A8.A094.01","TCGA.A8.A09G.01","TCGA.A8.A09X.01","TCGA.A8.A0A7.01","TCGA.AC.A23H.01","TCGA.AC.A3W5.01","TCGA.AC.A5EH.01","TCGA.AN.A04C.01","TCGA.AN.A0FV.01","TCGA.AO.A0J2.01","TCGA.AO.A0JE.01","TCGA.AO.A12D.01","TCGA.AR.A0TX.01","TCGA.AR.A24U.01","TCGA.AR.A254.01","TCGA.B6.A0I9.01","TCGA.B6.A0IK.01","TCGA.B6.A0RH.01","TCGA.B6.A0RS.01","TCGA.BH.A0AW.01","TCGA.BH.A0B7.01","TCGA.BH.A0EE.01","TCGA.BH.A18P.01","TCGA.BH.A18R.01","TCGA.BH.A1EN.01","TCGA.BH.A1EV.01","TCGA.BH.A203.01","TCGA.C8.A12L.01","TCGA.C8.A12P.01","TCGA.C8.A12Q.01","TCGA.C8.A12T.01","TCGA.C8.A12Z.01","TCGA.C8.A135.01","TCGA.C8.A137.01","TCGA.C8.A138.01","TCGA.C8.A1HF.01","TCGA.C8.A1HK.01","TCGA.C8.A26X.01","TCGA.C8.A26Y.01","TCGA.C8.A275.01","TCGA.C8.A278.01","TCGA.C8.A8HP.01","TCGA.D8.A13Z.01","TCGA.D8.A1JA.01","TCGA.D8.A1JF.01","TCGA.D8.A1JG.01","TCGA.D8.A1XJ.01","TCGA.D8.A1XT.01","TCGA.E2.A14P.01","TCGA.E2.A14V.01","TCGA.E2.A152.01","TCGA.E2.A1B0.01","TCGA.E2.A1LB.01","TCGA.E9.A1RH.01","TCGA.E9.A248.01","TCGA.EW.A1OV.01","TCGA.EW.A2FR.01","TCGA.EW.A6SD.01","TCGA.GM.A2DB.01","TCGA.GM.A2DH.01","TCGA.LL.A5YO.01","TCGA.OL.A5RZ.01","TCGA.OL.A66P.01","TCGA.UU.A93S.01"
"ABCA10",17.9445,5.9435,6.8487,2.8251,1.4126,1.658,16.1051,7.3118,30.3239,6.1735,18.5512,1.6633,6.9797,18.6174,0.6246,5.8157,4.9674,8.6376,0.2976,13.1633,2.0619,4.6107,3.4566,1.7096,5.6795,6.7283,20.3046,23.8337,12.4973,6.6985,3.4682,8.2531,3.7879,4.5274,27.8771,30.795,4.7606,49.1976,1.9052,1.1643,17.5659,1.1872,0.7642,12.8368,2.6667,0.4917,5.53,10.6213,8.2188,3.564,1.0003,13.3211,4.5893,2.3536,6.645,9.722,4.5884,0.2709,8.1165,3.8807,0.302,2.3811,9.6115,3.6259,0.7915,8.7263,4.9422,1.9031,8.4396,6.3291,4.4991,2.0949,7.4571,8.0834,31.392,2.046,33.0935,1.4472
"ABCA1",421.93,449.548,406.236,761.174,164.803,751.063,575.648,349.247,437.629,1161.94,202.297,862.598000000001,957.789,689.443,973.703999999999,3487.22,663.976,1371.8,569.81,769.642,1078.75,348.998,618.335,221.399,661.659,875.627,1378.31,2275.77,2679.87,495.532,1269.94,581.155,558.709,708.546,852.026,123.18,490.697,1631.47,613.15,713.29,1042.12,995.642999999999,570.867,1334.4,1138.24,780.312,748.825,1136.48,799.759,789.724,992.243,671.084,529.573,1555.69,961.86,778.35,931.708,5208.01,928.467,745.096,570.396,907.182,334.802,648.04,1574.75,1115.85,462.765,1053.05,1983.43,778.476,1236.93,1220.81,247.554,926.193,581.027,438.875,379.137,60.0579
"ABCA11P",96.0903,102.267,90.8534,98.6379,20.2802,68.1492,50.8883,75.0925,99.297,133.643,103.569,107.745,132.161,15.014,47.6702,42.6569,31.7044,109.395,112.177,96.5405,55.9835,42.0074,39.5891,82.6528,165.124,44.3494,134.684,75.4567,268.34,96.9917,102.15,112.28,47.8662,75.5065,58.6598,57.7138,88.0674,100.499,58.7956,154.493,46.8543,97.4753,24.8491,121.719,103.949,58.1782,48.7604,87.4668,119.348,110.668,26.4416,61.3275,245.672,46.8991,76.4977,60.4648,47.2227,87.5352,62.535,68.0319,83.6842,67.4648,75.0981,93.7157,79.628,97.6049,38.9621,163.194,44.3315,100.084,77.2585,27.1876,98.1805,79.5567,52.7606,16.6957,65.4532,52.9884
"ABCA12",678.63,487.37,1731.28,1619.61,69.6881,1757.1,481.654,828.817,12.0606,978.944,634.276,1830.01,1811.87,210.196,2860.71,3528.62,4671.84,414.998,5148.85,679.144,1255.26,492.995,1806.63,425.987,1409.74,2007.45,5302.2,1049.34,129.042,1835.25,4768.21,205.296,49.8737,1556.31,12102.9,523.18,341.664,3392.57,1782.67,1923.74,1703.89,5418.68,396.255,4659.15,544.901,1007.5,1684.79,3998.41,1328.88,1065.34,3115.28,2492.88,8381.21,1376.88,1779.87,1101.02,902.564,1384.89,4695.99,11150.4,1251.31,26.4568,4160.99,346.766,1296.13,206.09,519.375,1480.93,1357.07,34.2827,507.199,2448.1,170.022,4539.5,129.423,41.9437,1228.78,198.987
"ABCA13",1.6313,1.621,0.3605,0,0,0.829,0.7491,0,6.2026,0,6.1837,0.6653,0,1.2011,1.2492,0,0.414,0,0.5951,2.4681,5.3608,115.269,0.3841,0,13.3874,3.3642,1.0152,0.9931,0.5813,0,2.3121,1.0316,5.6818,10.7527,1.787,755.816,0.3662,1.1887,0,359.367,1.0755,35.6154,0.7642,1.1941,0,1.4751,0,0,6.1641,0.594,1.5004,2.2967,77.0996,1.1768,0.3323,3.0381,4.3185,18.1473,0.5798,1.5523,2.1137,1.5874,0,0.9889,0.3958,0.3713,0,81.8333,243.445,0,1.4997,0.838,10.44,0,3.8552,0,0,1.4472
"ABCA17P",70.6906,5.4032,1.4418,1.6144,8.4756,2.487,1.8727,8.172,2.4121,2.6458,15.9011,7.984,5.7107,4.2039,4.9969,5.5096,7.4511,26.6981,8.9266,13.5747,2.4742,0.7093,0.7681,8.8332,10.5477,1.9224,7.1066,1.9861,4.9408,2.2307,5.7803,15.8184,3.4722,10.1868,6.7906,4.3515,4.3944,1.1887,1.2702,11.2545,0.3585,5.1444,2.2927,10.15,10.6669,6.3921,0.9217,0,2.5684,0.891,1.5004,5.5122,21.1106,1.471,1.9935,4.861,5.668,2.4377,6.3773,334.778,21.137,2.3811,0.801,5.274,4.3534,0.7427,4.0436,10.4671,2.5898,8.4388,6.8986,1.6759,21.6257,11.9948,8.261,6.1381,7.9137,1.4472
"ABCA2",2330.07,1743.62,425.701,1160.73,407.298,588.601,941.960000000001,967.312,3216.4,717.451,1257.95,2076.18,2269.35,1483.98,888.195,906.642,1202.11,1088.34,3179.35,1852.32,1305.98,319.56,2718,864.796,663.286,1104.41,3385.79,1373.08,1817.92,2699.81,2812.14,1050.55,784.091,475.948,1159.4,228.619,1282.8,4127.49,556.012,2333.56,487.543,1621.29,313.336,777.371,636.459,2052.86,410.138,1337.23,1769.1,1431.84,560.64,681.672,3744.84,526.625,424.618,4336.02,372.2,514.897,517.719,2350.95,1690.35,607.448,546.255,795.715,1397.45,1058.48,491.969,604.552,790.223,930.907,982.004,1301.35,398.956,1164.8,1034.83,491.049,2571.94,1273.52
"ABCA3",2656.88,1510.2,780.752,103.32,1251.56,433.99,1151.33,2478.71,1689.87,2477.35,1013.25,1687.29,964.15,643.2,2086.2,3357.21,4658.59,909.305,1065.83,2920.61,2265.15,341.905,2592.03,334.236,1617.44,342.665,958.037,706.734,1722.88,1317.08,955.491,1360.39,574.179,1100.74,1969.98,837.824,1278.04,1713.82,2993.76,1623.75,319.412,1155.92,667.94,1217.7,1278.7,1448.06,225.806,527.881,965.198,348.678,657.664,764.355,759.064,255.958,1074.84,1962.63,375.978,713.705,4541.2,3386.59,2605.58,246.842,341.61,1602.97,1551,1115.86,1763.45,526.207,965.685,2021.62,1066.29,136.168,2302.76,692.308,731.378,886.444999999999,999.999999999999,725.76
"ABCA4",45.1332,7.0242,6.4882,20.1796,15.0677,4.1451,16.1051,6.8817,11.7161,25.135,8.8339,64.8703,5.0761,31.2291,4.3723,0.9183,6.6232,15.7048,20.5311,24.6812,10.3093,1.7734,6.529,146.745,68.1542,64.8805,10.1523,95.9967,27.029,15.615,5.7803,16.1623,7.2601,89.4171,13.5811,5.3556,19.0424,65.6761,1.5877,69.8554,64.1692,15.4333,208.636,5.3735,7.5557,539.889,38.2488,10.6213,556.312,1.188,3.5009,2.2967,21.4166,57.0756,32.893,46.1796,12.4157,4.8754,0.8696,3.8807,112.932,79.1058,7.6091,281.5,7.9153,39.3613,3.145,252.478,3.2373,4.2194,24.5951,157.955,32.0656,13.2986,19.8265,117.647,2.8777,5.7887
"ABCA5",388.798,124.814,557.268,101.705,54.6204,116.891,113.11,395.699,159.89,49.3882,7.9505,178.643,379.124,259.442,319.8,434.956,104.729,282.293,258.276,122.995,223.093,255.01,519.251,446.217,153.752,243.662,271.404,244.626,356.608,500.631,204.624,183.631,75.1263,166.95,124.732,720.335,135.86,359.421,196.239,51.2273,199.319,189.949,19.1058,94.6339,140.448,73.7554,351.152,196.495,134.07,223.938,121.03,300.873,220.285,202.412,226.596,56.5092,101.484,86.6739,575.984,563.741,31.1015,201.071,49.2591,81.747,41.9511,364.092,584.971,416.145,208.135,74.3671,85.183,131.979,102.163,129.074,307.311,45.0128,369.065,113.603
"ABCA6",25.0136,43.766,24.8716,67.8035,11.7716,87.4611,157.305,8.172,86.1475,116.415,0,39.9202,72.9695,82.2767,25.609,86.9299,54.2275,223.4,20.8287,109.42,30.5155,17.0243,33.0293,15.9567,64.9087,104.289,182.403,278.39,271.452,34.4168,25.4335,41.6094,42.9293,138.087,270.908,15.0628,26.0002,120.357,98.4372,42.6894,71.3389,9.4974,74.1307,118.218,40.4453,15.2428,117.511,21.2427,76.5378,26.136,12.5031,58.7965,11.9321,91.2033,88.0468,51.6482,70.7152,14.3554,139.72,110.472,38.6504,31.4836,57.6692,21.7553,62.1352,98.9603,32.3486,17.4451,151.829,101.266,173.065,34.7753,23.8628,110.561,97.4804,9.2072,76.259,1.4472
"ABCA7",763.458,776.982,442.282,169.509,396.939,298.446,213.861,979.785,698.484,242.09,482.332,208.25,549.175,488.255,589.007,331.191,137.845,294.464,284.46,580.008,509.278,285.866,260.01,334.236,320.487,572.87,421.997,835.502,101.722,963.99,2242.77,332.875,237.689,245.048,809.507,1624.44,156.367,289.45,51.7589,879.014,312.601,135.338,248.376,461.527,89.7798,104.241,123.502,137.547,687.299,180.279,88.022,335.783,581.306,269.491,145.194,1137.48,272.335,162.513,215.088,481.47,560.129,200.542,301.962,229.089,136.143,478.277,274.065,150.662,225.316,244.198,126.275,227.087,304.251,570.274,709.899,34.7826,876.978,1379.16
"ABCA8",20.1196,44.8467,5.7673,35.5161,0.4709,15.7513,172.661,24.9462,66.8504,40.5688,7.0671,7.3187,57.7411,7.2067,3.123,73.4619,24.0091,177.856,1.4878,68.696,2.4742,23.0537,3.0725,5.4139,16.6329,5.2866,156.007,333.009,138.051,11.4723,30.0578,4.1265,46.4015,34.5218,528.235,0,30.0284,162.556,67.6359,7.7617,61.6598,1.5829,6.1139,148.369,3.1112,15.7345,83.871,38.7679,83.7293,2.673,18.0045,109.784,2.4476,38.5407,29.2382,75.3456,46.9636,1.0834,50.4384,13.9706,10.5685,8.9953,112.535,15.4924,9.1026,19.3093,17.9715,19.031,16.1865,154.536,50.09,11.7314,20.8799,24.5111,39.653,32.2251,95.6835,1.4472
"ABCA9",46.2208,23.7741,27.0343,22.6012,16.4803,46.4249,64.4203,5.5914,70.9855,59.9713,31.8021,18.2967,42.1954,99.0924,14.9906,54.1781,48.4322,96.9768,3.8682,76.9231,8.2474,9.2215,8.0653,5.9838,47.0588,92.755,124.196,136.381,174.09,28.0433,27.1676,36.4512,49.5581,50.9338,138.671,44.8536,8.4226,98.6627,52.0765,10.4783,65.2447,5.5402,22.927,45.6751,26.2228,21.6349,45.6221,7.4349,52.395,21.978,21.5054,20.2113,2.4476,41.4828,37.2122,37.6728,31.5789,21.3976,96.8186,50.4496,25.0624,25.6631,31.2375,25.7108,30.0782,56.9996,25.6093,8.2468,111.039,48.5232,109.778,15.5023,22.3714,92.8292,57.8273,6.6496,31.6547,2.1708
"ABCB10",364.872,446.846,206.542,646.958,275.927,468.394,279.03,274.409,514.817,489.031,531.802,662.675,769.987,446.216,518.426,671.564,393.667,704.358,449.305,518.717,565.773,374.18,369.851,373.272,383.773,666.106,422.335,803.724,658.287,820.905,225.434,274.072,458.965,408.602,449.25,679.163,629.497,1690.94,771.303,518.871,456.713,1220.02,444.402,460.93,451.121,757.222,345.622,173.128,349.3,379.269,542.135,607.717,499.006,487.202,348.2,384.627,389.204,565.547,1092.54,412.134,801.091,469.079,460.553,808.57,345.899,858.522,373.357,498.612,501.781,405.591,305.339,417.723,253.542,643.807,457.662,327.877,313.669,577.424
"ABCB11",2.7189,5.4032,1.8023,0.8072,0,0.4145,0,0,1.0338,2.6458,3.5336,0.3327,1.269,0,1.8738,0,0.414,0.3926,0.8927,0.8227,0,0.7093,0,1.9946,0.8114,0.4806,5.0761,4.3033,0.5813,0,3.4682,0,0,0.5659,6.7906,0.3347,9.8874,0.2972,0,14.3592,0,3.9573,0.3821,1.7912,0.4445,2.9502,2.3041,0,2.0547,0,0.5001,0,5.5071,0.8826,0.6645,0,0.8097,23.0228,0.2899,0.5174,6.3411,0,2.4029,0.6593,7.1238,4.8273,1.7971,0,1.6186,2.6371,0.5999,0.419,1.4914,1.8253,0,7.6726,0,1.4472
"ABCB1",41.3268,36.2015,72.0916,37.9376,24.9559,154.197,118.354,16.7742,133.356,29.1037,7.9505,14.9701,36.802,34.2319,46.2211,119.682,99.348,202.199,5.6535,81.448,25.9794,65.2598,1.1522,36.4724,38.5396,89.8714,166.498,76.7974,48.8266,50.3505,57.2254,8.597,41.9823,217.317,245.175,20.4184,53.099,145.617,26.0382,8.5379,59.5089,43.1342,31.7157,97.9178,36.4453,18.6847,111.06,12.7456,136.124,60.8851,57.5144,118.971,23.8642,110.032,56.8151,54.0787,61.8084,10.2925,31.3066,78.3908,17.8154,23.282,54.0649,26.37,15.8306,110.472,17.5222,4.1234,214.309,172.996,44.0912,52.3725,63.3855,131.682,135.481,25.5754,117.986,10.8538
"ABCB4",36.4328,23.7741,15.4997,18.9688,11.7716,29.0155,34.0828,10.3226,56.5127,22.9302,0,49.5675,13.3249,32.4302,49.9688,33.67,25.6649,45.1512,18.1507,35.3764,29.2784,10.9949,40.3265,4.5591,49.0872,28.8358,35.533,33.7644,52.6048,11.4723,9.2486,31.293,8.8384,38.4833,23.9457,4.6862,37.7186,63.0015,51.7589,19.0162,15.0565,10.2889,34.3905,43.2868,36.0008,18.193,13.8249,21.7738,62.1549,21.978,112.028,21.5893,15.2975,11.7682,23.9222,19.444,35.0877,32.2319,32.756,24.0606,28.9878,34.6584,10.4125,39.8846,41.5554,28.7783,46.7258,32.3527,26.5458,44.8312,155.669,17.5972,25.3542,27.1186,51.2185,27.11,34.5324,1.4472
"ABCB5",8.1566,6.4839,0.7209,2.4216,0.4709,1.2435,1.8727,0,15.8511,2.2048,0,0.6653,0.3173,2.4022,0,2.4487,0.8279,3.141,0.8927,2.4681,0.4124,2.4827,0.7681,0.2849,0.8114,0,2.3689,7.2825,5.8127,308.158,1.7341,0.6878,2.5253,4.5274,10.7219,0.6695,1.4648,6.2407,1.2702,0,3.5849,0.3957,1.9106,4.1794,2.2223,1.9668,19.3548,0,2.0547,1.188,1.5004,0.9187,3.0595,0.2942,1.6613,1.8229,6.4777,1.896,2.0291,0.2587,3.0196,4.7622,1.2014,2.9666,4.7492,19.6807,0,0,1.2949,1.0549,4.799,0,0,4.1721,0,3.0691,2.8777,0
"ABCB6",985.378,876.256,1515.52,1135.25,2748.62,1487.34,359.784,2551.22,1009.72,556.891,856.237,619.464,443.112,529.298,794.041,1480.04,1175.35,796.38,513.302,545.356,1111.12,727.633,1452.32,989.865,1359.31,545.318,758.504,1055.19,276.559,510.727,1648.47,721.338,344.627,134.131,688.981,1009.61,183.301,759.171,477.436,377.914,1480.11,611.757,466.676,722.096,575.639,351.567,674.018,697.244,305.894,406.513,364.661,328.493,567.484,509.144,876.873,923.226000000001,298.057,336.945,935.465,2505.19,696.801,733.271,2010.25,424.445,537.738,1268.91,2157.3,766.934,237.099,620.375,200.579,507.627,904.549,687.747,540.537,883.381000000001,409.791,1169.33
"ABCB7",199.021,465.757,494.909,446.776,504.767,269.845,301.502,387.527,301.172,436.115,464.664,498.004,301.713,399.973,477.202,420.569,567.112,436.985,557.614,266.968,507.629,482.355,600.672,281.807,514.807,380.632,308.291,650.129,426.651,497.132,515.029,370.702,525.568,495.19,592.209,485.021,606.793,494.502,461.385,481.226,435.92,280.57,585.403,386.596,518.234,697.234,429.032,558.152,309.233,438.669,468.617,384.933,532.048,446.308,413.322,160.413,343.59,568.256,240.017,669.815000000001,673.061,365.897,559.471,569.592,404.076,549.573,336.965,538.577,508.903,513.713,340.132,665.34,270.693,514.211,292.992,211.253,298.561,573.082
"ABCB8",1710.17,1590.17,490.583,659.066,809.888,1007.67,1223.24,1742.37,1188.49,382.758,365.724,666.999,839.467,742.893,559.65,1081.73,1146.64,1071.46,880.756,1011.52,1161.24,979.961,427.076,489.243,349.29,426.289,614.552,807.034,370.268,819.312,792.486,646.492,685.606,661.573,619.014,455.565,574.934,775.929,1380.66,377.219,360.997,377.127,885.747,1288.45,689.349,560.049,468.664,828.465,809.554,388.773,453.113,545.246,679.517,504.56,438.241,1037.22,437.517,123.51,621.784,398.681,310.109,414.313,654.786,918.335,714.752,445.6,472.2,431.687,475.235,613.397,699.76,616.738,873.229,432.073,1202.81,580.563,956.835,1012.3
"ABCB9",367.02,590.863,164.03,571.934,131.235,256.162,488.999,137.699,920.321,206.61,189.585,783.363,233.131,93.5492,529.65,458.188,321.142,201.197,248.299,210.197,197.2,118.021,1179.58,204.847,500.341,175.653,235.195,154.882,168.51,380.092,358.393,280.151,213.939,233.441,227.262,107.21,78.7403,954.33,388.84,244.583,109.156,152.612,921.181,139.939,241.854,393.136,146.18,289.432,216.602,294.366,295.039,708.544,443.941,311.292,195.776,666.274,197.784,191.996,51.4008,255.07,146.742,127.072,189.764,403.89,290.876,158.84,249.97,187.081,267.889,287.273,216.485,270.824,808.352,157.976,157.924,192.348,414.101,230.868
"ABCC10",781.403,507.902,741.462,353.143,607.416,458.446,387.271,358.28,1236.73,567.523,325.972,401.863,747.779,777.125,539.038,440.159,381.248,383.981,302.313,769.642,318.763,460.365,307.633,597.806,430.02,685.81,497.8,516.065,325.22,648.821,526.012,295.736,302.083,545.557,511.437,268.452,341.664,541.159,566.49,544.872,209.357,987.731999999999,756.591,726.92,420.009,338.783,583.41,407.329,412.482,345.114,353.588,426.275,278.109,395.41,336.239,737.05,1026.45,460.184,287.267,459.738,385.9,449.236,267.921,494.108,267.933,541.218,559.362,345.413,323.729,821.202,601.68,1232.22,989.559999999999,508.214,764.973,556.01,358.993,381.331
"ABCC11",7793.91,714.845,8625.39,3986.68,892.76,219.275,1709.39,23044.7,56.8573,11681.2,221.731,72.5216,120.241,192.78,3552.15,8675.24,5588.74,1471.54,13842.1,3542.99,5400.41,1317.25,21651.5,5979.77,11499.4,6544.27,9564.81,682.239,254.014,1404.72,6175.14,241.403,2721.28,3340.12,5717.3,241.674,841.527,571.471,141.623,1782.87,7740.1,1330.83,661.444,5101.28,215.56,3787.09,3341.47,4697.29,65.7506,1105.14,611.653,2629.77,8195.5,3466.9,753.548,3474.4,171.12,7048.48,18883.1,10925,636.222,1627.89,858.23,606.84,6044.13,1414.78,12957.4,888.114,17.8051,4.7468,2732.45,6438.04,1012.68,90.2216,2639.13,17.9028,2458.27,290.159
"ABCC12",796.629,7.5645,332.342,100.494,11.3008,0,107.492,2701.94,4.1351,391.578,57.4205,0.998,1.269,3.0028,3.123,211.203,52.1577,14.1343,11.6046,36.1991,12.7835,37.95,1613.83,526.001,988.235,295.086,473.435,1.6551,11.916,112.173,3.4682,29.5736,82.702,219.015,228.377,3.0126,10.986,6.5379,0,22.509,203.979,53.423,44.7077,501.53,0.4445,32.9441,21.659,26.5534,3.0821,115.236,11.0028,90.0322,789.047,8.2377,60.4699,390.703,0.2699,133.261,1207.33,60.5395,4.8313,19.8426,42.8514,14.8331,18.2052,5.7557,441.649,0.6344,0.3237,0,156.569,596.208,367.636,2.3468,40.7545,1.5345,34.5324,0
"ABCC13",1.0875,0.5403,0.7209,0,0,0,0,0,0,0.441,0,68.5296,0,0,0,0.9183,0,10.9933,0.8927,0,0,2.4827,0,0,0.8114,0,0.3384,0.9931,16.5662,0.3187,1.1561,10.3164,0.6313,1.1319,0,0,10.2536,1.7831,0,20.5685,0,0,1.1464,0.5971,41.3343,0.9834,0.4608,3.7175,0,30.591,0,0,0,0,0.6645,0,1.3495,0,0,0.2587,0.302,0.7937,0,10.8776,0,0,0,0,0,0,4.4991,0.419,0,0,1.1015,0,0,0.7236
"ABCC1",889.07,2245.58,755.159,2572.9,2422.13,1969.33,1137.47,2195.7,1326.67,1064.93,924.912,976.713000000001,1297.59,1023.95,1129.92,1149.07,1455.86,1163.33,742.989,913.204,1174.85,1567.65,1786.65,1215.27,4028.4,959.268999999999,1469.71,1760.71,1635.69,1810.39,759.538,1399.59,1484.22,831.353,1368.83,1624.44,985.444,560.476,1156.8,1199.18,917.01,2616.54,1567.83,1242.18,1283.58,1028.15,1400.46,2225.17,1119.3,1329.08,1494.87,1119.89,1052.16,802.589,1698.14,1552.48,2439.41,1619.45,3864.34,3012.23,1693.07,908.525999999999,939.527,1959.62,1530.42,1890.46,1702.8,1799.7,837.164,3176.69,1321.54,3366.5,1310.22,1795.57,891.092,1353.45,874.82,635.311
"ABCC2",82.6536,4.8629,21.9879,322.066,146.439,31.5026,5.9926,100.215,222.261,727.153,22.9682,940.452,61.231,85.2795,168.02,323.844,57.5391,40.8324,461.207,49.3624,13.1959,83.7028,209.698,1.1398,769.574,15.3791,15.5668,389.283,6.1033,41.109,34.6821,78.0605,1.2626,82.6259,43.96,6.6946,35.5214,61.8128,1.9052,61.3176,966.84,72.8136,304.547,70.7515,21.3338,11.3092,114.286,2235.79,28.2522,17.523,296.574,97.8411,66.0854,2.942,64.7892,183.503,21.3225,8576.92000000001,2139,268.029,5.7372,7.937,11.2135,96.5801,180.865,19.1237,1983.6,106.891,5.1797,14.7679,38.3923,16.7592,451.902,50.3259,3.8552,71.0997,41.0072,5.0651
"ABCC3",8835.78,839.119,108.498,201.392,5977.16,97.4093,507.123,353.118,10529.3,1850.73,137.809,573.852,220.495,384.358,442.848,140.496,275.277,993.718,3422.15,656.931,392.165,1782.23,290.351,1270.84,352.13,359.966,306.261,9195.16000000001,355.446,330.784,2289.02,247.249,266.414,25709.1,662.974,1664.94,478.623,150.074,641.43,317.454,358.129,1536.21,698.128,7148.59,294.229,316.165,4342.4,5596.92,273.276,253.341,1827.46,241.617,303.809,1672.85,260.818,3928.3,588.934,18890.3,1214.87,148.762,105.081,3718.76,2413.7,674.413,360.542,681.953,1136.7,3099.2,213.985,248.418,1999.4,9973.81,551.827,233.637,442.792,2007.16,232.374,390.014
"ABCC4",71.2344,223.153,59.4755,118.252,45.6739,1178.03,231.464,33.1183,270.848,123.911,49.47,106.454,75.8249,231.816,276.702,129.783,135.362,421.673,585.881,160.839,139.381,120.234,127.892,192.335,215.01,1048.18,614.552,3428.07,637.07,816.444,133.526,452.545,153.409,1151.67,192.995,325.356,2162.04,794.948,72.7165,1782.87,713.748,64.1076,145.587,158.519,112.447,359.435,946.544,5516.73,169.513,402.732,304.076,231.511,113.202,848.191,230.583,357.284,624.831,241.603,738.024,218.873,8363.89,770.951,48.0577,59.3325,237.855,199.406,13636.8,398.065,4673.03,239.452,327.235,1264.06,42.5056,123.859,225.251,1670.59,136.691,53.5456
"ABCC5",415.987,820.748,644.138,1644.64,268.393,470.052,659.934,120,606.134,956.014,1539.75,4559.21,851.523,416.789,458.464,1288.64,495.084,1256.77,1941.53,728.095,1525.36,187.267,2629.67,268.414,1053.55,445.993,1992.56,2286.05,2347.45,4639.58,2482.66,2115.54,1583.65,1087.72,497.498,444.854,2080.38,3034.47,556.012,3734.94,3878.47,675.505,1161.64,2337.79,620.014,1155.5,437.788,1932.02,3867.47,1128.9,686.172,220.946,717.455,320.977,2145.02,1819.84,801.08,1424.43,217.697,532.178,582.776,1151.13,1765.32,3515.78,454.339,291.125,357.183,2473.71,914.535,2398.21,2080.08,1788.21,385.533,2587.74,362.385,322.762,697.842,874.096
"ABCC6",27.7325,31.879,5.0464,273.232,94.6439,2.487,54.6824,573.333,19.6416,10.1422,64.4876,367.598,81.2183,23.4218,36.852,507.499,127.083,29.4464,105.929,106.54,262.268,30.5019,319.923,113.406,21.9067,37.0059,39.5939,66.2046,17.4381,149.458,64.7399,34.7318,58.3965,61.1205,74.3388,253.054,18.31,73.4027,26.0382,353.546,57.3579,4.353,14.5204,4.7765,5.7779,123.417,25.8065,41.9543,155.644,61.4791,9.0023,121.727,495.334,24.7132,207.99,136.716,16.1943,1.6251,314.515,588.061,66.1285,37.0395,21.2255,16.8109,369.249,53.8433,229.136,7.2952,13.9204,11.0759,86.6827,408.505,151.38,91.5254,30.2905,40.4092,225.899,233.719
"ABCC6P1",4.894,0,0,50.449,0,0,0.3745,26.2366,8.6147,0,10.6007,8.982,2.2208,0,5.6215,25.7117,6.6232,1.5705,1.1902,33.3196,8.2474,0,17.2828,19.091,2.4341,6.7283,48.3926,9.9307,0,0.956,0,2.0633,0.6313,2.2637,3.574,16.0669,0,11.8871,0.3175,57.8248,11.4716,0.3957,1.9106,0,0,23.11,0.9217,14.8699,10.7872,3.861,0,22.508,25.088,1.471,10.9643,9.1144,0.5398,0,40.0029,148.244,10.8704,3.4394,1.2014,1.3185,8.3111,0.7427,4.9422,0.9516,0.9712,0.5274,21.8956,43.5739,2.2371,6.7797,60.0303,2.046,52.518,238.061
"ABCC6P2",3.2626,14.0484,1.8023,178.388,15.0677,0.829,17.2287,23.6559,8.2702,3.9687,21.2014,40.9182,46.9543,7.2067,29.9813,196.511,31.0463,20.8088,24.1018,23.8585,20.2062,15.2509,84.1095,50.1496,21.501,5.7672,10.8291,7.6135,7.8471,20.3952,17.9191,18.9133,30.9343,15.8461,18.5847,88.0335,6.2254,36.5527,5.0806,22.8971,13.6225,19.3906,7.2602,0.5971,1.7778,77.1973,7.8341,31.864,61.1275,15.741,3.5009,85.4387,72.8163,8.2377,33.8897,19.444,21.0526,0.2709,143.489,147.727,66.7324,10.0536,6.0072,8.5703,100.92,14.8533,19.3193,38.3792,11.3305,6.3291,43.1914,46.9257,46.9799,47.1969,22.5802,31.202,107.914,123.01
"ABCC8",148.994,8.1048,111.021,106.952,2606.71,2.9016,10.8616,129.032,512.061,249.146,41.5194,508.317,220.495,0,27.4828,5.8157,0.414,7.0671,78.2563,24.6812,9.0722,6.7388,81.8051,4.2741,43.4077,9.1313,42.3012,1.3241,196.469,43.021,10.9827,207.703,8.5227,9.6208,45.3896,0.6695,167.72,16.0475,0.9526,277.481,8.9622,1.9786,10.3172,24.4794,221.338,148.002,9.2166,12.7456,19.5197,70.0921,304.076,191.548,3.0595,0.8826,3.6548,68.0541,3.7787,45.7746,364.954,32.8569,30.1957,0.7937,5.2062,104.491,4.3534,0.1857,272.717,17.4451,6.7983,2.6371,25.195,6.7037,135.72,333.507,32.4935,788.747,47.482,12.301
